SmartCar Status Information,CarNum,TireFL,TireFR,TireBL,TireBR,LightFL,LightFR,LightBL,LightBR,EngineInfo,BreakInfo,BatteryInfo
20230102042132,L0001,82,97,97,79,1,1,1,1,A,A,80
20230102042556,N0002,87,88,92,91,1,1,1,1,A,B,52
20230102041508,Y0003,77,94,89,95,1,1,1,1,A,C,81
20230102042136,L0001,87,95,100,98,1,1,1,1,A,A,90
20230102042600,N0002,94,81,81,93,1,1,1,1,A,A,83
20230102042140,L0001,85,89,99,72,1,1,1,1,A,B,97
20230102041512,Y0003,75,74,99,99,1,1,1,1,A,C,80
20230102042144,L0001,70,81,82,100,1,1,1,1,A,A,88
20230102042604,N0002,93,87,97,84,1,1,1,1,A,A,84
20230102041516,Y0003,97,84,87,75,1,1,1,1,A,C,96
20230102042148,L0001,85,95,85,87,1,1,1,1,A,A,88
20230102042608,N0002,94,72,71,94,1,1,1,1,A,A,90
20230102041520,Y0003,92,93,92,81,1,1,1,1,A,C,90
20230102042152,L0001,90,74,79,70,1,1,1,1,A,A,92
20230102041524,Y0003,92,74,82,90,1,1,1,1,A,C,75
20230102042612,N0002,97,72,90,100,1,1,1,1,B,A,63
20230102041528,Y0003,88,94,87,95,1,1,1,1,A,C,92
20230102042156,L0001,96,93,84,88,1,1,1,1,A,A,94
20230102042616,N0002,97,84,85,100,1,1,1,1,A,B,100
20230102041532,Y0003,91,96,94,83,1,1,1,1,B,C,94
20230102042200,L0001,71,72,86,94,1,1,1,1,A,A,82
20230102041536,Y0003,87,86,77,96,1,1,1,1,A,C,90
20230102042620,N0002,89,86,73,89,1,1,1,1,A,B,96
20230102042204,L0001,81,99,97,80,1,1,1,1,A,B,94
20230102041540,Y0003,99,86,75,80,1,1,1,1,A,C,81
20230102042624,N0002,85,80,78,90,1,1,1,1,A,A,86
20230102042208,L0001,84,100,82,72,1,1,1,1,B,A,99
20230102042628,N0002,84,100,85,85,1,1,1,1,A,A,87
20230102041544,Y0003,91,91,72,94,1,1,1,1,A,C,64
20230102042212,L0001,81,75,86,91,1,1,1,1,A,A,85
20230102042632,N0002,76,97,82,80,1,1,1,1,A,B,80
20230102041548,Y0003,98,97,96,80,1,1,1,1,B,C,88
20230102042216,L0001,84,98,87,83,1,1,1,1,A,A,91
20230102042636,N0002,87,98,99,89,1,1,1,1,A,A,94
20230102041552,Y0003,95,84,84,89,1,1,1,1,A,C,96
20230102042220,L0001,93,91,100,75,1,1,1,1,B,A,82
20230102042640,N0002,86,90,87,78,1,1,1,1,A,A,92
20230102042224,L0001,95,76,75,71,1,1,1,1,B,A,84
20230102041556,Y0003,87,84,92,96,1,1,1,1,A,C,95
20230102042644,N0002,96,92,100,99,1,1,1,1,A,A,86
20230102042228,L0001,80,81,96,85,1,1,1,1,A,A,89
20230102041600,Y0003,98,90,96,94,1,1,1,1,A,C,62
20230102042232,L0001,90,85,94,70,1,1,1,1,A,A,88
20230102042648,N0002,92,86,84,95,1,1,1,1,B,A,55
20230102042236,L0001,82,93,95,91,1,1,1,1,B,B,80
20230102041604,Y0003,97,96,84,89,1,1,1,1,A,C,80
20230102042240,L0001,97,72,96,92,1,1,1,1,A,A,81
20230102041608,Y0003,100,85,91,75,1,1,1,1,A,C,94
20230102042652,N0002,96,91,99,92,1,1,1,1,A,A,95
20230102041612,Y0003,95,80,83,86,1,1,1,1,B,C,90
20230102042244,L0001,100,79,70,78,1,1,1,1,A,A,99
20230102041616,Y0003,97,91,81,96,1,1,1,1,A,C,90
20230102042656,N0002,84,81,80,92,1,1,1,1,B,B,99
20230102042248,L0001,93,84,92,86,1,1,1,1,A,A,83
20230102041620,Y0003,94,91,93,94,1,1,1,1,A,C,87
20230102042700,N0002,75,82,80,86,1,1,1,1,B,A,56
20230102041624,Y0003,94,93,85,96,1,1,1,1,A,C,91
20230102042704,N0002,88,99,96,79,1,1,1,1,B,B,81
20230102041628,Y0003,86,88,75,91,1,1,1,1,A,C,90
20230102042708,N0002,99,92,73,91,1,1,1,1,A,A,95
20230102041632,Y0003,91,85,79,96,1,1,1,1,A,C,84
20230102042712,N0002,78,90,88,99,1,1,1,1,A,A,95
20230102041636,Y0003,82,88,73,72,1,1,1,1,A,C,82
20230102042716,N0002,77,87,86,71,1,1,1,1,A,A,80
20230102041640,Y0003,83,76,100,90,1,1,1,1,A,C,95
20230102042720,N0002,92,81,83,84,1,1,1,1,A,A,83
20230102041644,Y0003,75,92,71,89,1,1,1,1,B,C,96
20230102042724,N0002,81,87,84,79,1,1,1,1,A,A,53
20230102041648,Y0003,89,96,84,80,1,1,1,1,A,C,81
20230102042728,N0002,94,100,96,90,1,1,1,1,A,A,94
20230102042252,L0001,78,86,84,90,1,1,1,1,A,B,80
20230102042732,N0002,95,91,71,88,1,1,1,1,A,B,61
20230102042256,L0001,88,82,98,87,1,1,1,1,B,B,94
20230102042300,L0001,88,83,85,96,1,1,1,1,A,A,80
20230102042304,L0001,70,84,88,89,1,1,1,1,B,B,93
20230102041652,Y0003,80,91,72,82,1,1,1,1,B,C,97
20230102042736,N0002,94,80,89,85,1,1,1,1,A,B,96
20230102041656,Y0003,88,95,100,89,1,1,1,1,A,C,83
20230102041700,Y0003,99,86,81,83,1,1,1,1,A,C,97
20230102042308,L0001,88,89,99,94,1,1,1,1,A,A,86
20230102042740,N0002,85,85,90,83,1,1,1,1,B,A,84
20230102042312,L0001,92,86,84,97,1,1,1,1,A,A,98
20230102042316,L0001,80,99,95,91,1,1,1,1,A,A,80
20230102042320,L0001,92,96,85,81,1,1,1,1,B,B,94
20230102041704,Y0003,78,83,75,88,1,1,1,1,A,C,94
20230102042744,N0002,80,94,94,81,1,1,1,1,A,A,82
20230102042324,L0001,98,86,91,95,1,1,1,1,A,A,88
20230102042748,N0002,79,94,98,99,1,1,1,1,A,A,99
20230102042752,N0002,80,90,81,80,1,1,1,1,A,A,90
20230102041708,Y0003,78,77,77,84,1,1,1,1,A,C,93
20230102042328,L0001,93,78,100,71,1,1,1,1,A,A,93
20230102042756,N0002,80,78,95,74,1,1,1,1,A,A,84
20230102042332,L0001,81,89,74,84,1,1,1,1,A,A,55
20230102042336,L0001,80,81,81,86,1,1,1,1,A,A,89
20230102041712,Y0003,81,84,96,100,1,1,1,1,B,C,86
20230102042340,L0001,76,78,91,85,1,1,1,1,A,A,86
20230102042800,N0002,93,88,99,80,1,1,1,1,A,A,95
20230102041716,Y0003,95,95,86,97,1,1,1,1,A,C,86
20230102042804,N0002,71,100,72,86,1,1,1,1,A,A,88
20230102042344,L0001,89,100,84,85,1,1,1,1,B,A,92
20230102041720,Y0003,90,96,92,88,1,1,1,1,A,C,91
20230102042808,N0002,88,76,94,98,1,1,1,1,A,A,99
20230102042348,L0001,99,94,82,92,1,1,1,1,A,A,72
20230102042812,N0002,97,98,95,89,1,1,1,1,B,A,97
20230102041724,Y0003,79,94,100,84,1,1,1,1,A,C,83
20230102042352,L0001,98,70,94,88,1,1,1,1,A,A,87
20230102042356,L0001,87,100,89,72,1,1,1,1,A,A,95
20230102042816,N0002,74,99,99,99,1,1,1,1,A,A,86
20230102041728,Y0003,89,96,86,80,1,1,1,1,A,C,99
20230102042400,L0001,98,83,84,96,1,1,1,1,A,A,87
20230102041732,Y0003,91,97,96,95,1,1,1,1,A,C,93
20230102041736,Y0003,97,87,94,100,1,1,1,1,A,C,81
20230102041740,Y0003,94,81,88,94,1,1,1,1,A,C,92
20230102041744,Y0003,90,88,77,94,1,1,1,1,A,C,81
20230102042404,L0001,87,94,81,91,1,1,1,1,A,A,87
20230102041748,Y0003,72,85,96,91,1,1,1,1,B,C,81
20230102041752,Y0003,98,78,71,91,1,1,1,1,A,C,82
20230102042820,N0002,96,91,99,83,1,1,1,1,A,A,82
20230102041756,Y0003,92,82,88,81,1,1,1,1,A,C,97
20230102042824,N0002,92,96,71,83,1,1,1,1,B,A,100
20230102042828,N0002,72,95,99,82,1,1,1,1,A,A,86
20230102042408,L0001,80,70,95,92,1,1,1,1,A,A,87
20230102042832,N0002,98,77,87,100,1,1,1,1,A,A,89
20230102042836,N0002,84,89,76,86,1,1,1,1,A,A,71
20230102042840,N0002,88,90,96,97,1,1,1,1,A,A,81
20230102042412,L0001,99,86,84,94,1,1,1,1,A,B,82
20230102042844,N0002,72,71,78,91,1,1,1,1,A,A,87
20230102041800,Y0003,70,90,100,91,1,1,1,1,B,C,97
20230102042416,L0001,71,73,80,92,1,1,1,1,B,A,97
20230102042848,N0002,80,93,87,95,1,1,1,1,A,B,85
20230102041804,Y0003,85,95,96,100,1,1,1,1,A,C,85
20230102042420,L0001,76,92,91,92,1,1,1,1,B,B,94
20230102041808,Y0003,97,87,90,98,1,1,1,1,A,C,87
20230102042424,L0001,82,73,71,93,1,1,1,1,A,A,80
20230102042428,L0001,83,99,99,99,1,1,1,1,A,A,86
20230102042432,L0001,99,99,93,85,1,1,1,1,A,A,63
20230102042852,N0002,98,78,100,77,1,1,1,1,A,A,94
20230102042436,L0001,92,80,76,90,1,1,1,1,A,A,84
20230102042856,N0002,93,91,94,85,1,1,1,1,A,A,83
20230102042900,N0002,99,75,99,97,1,1,1,1,A,A,92
20230102042904,N0002,82,89,81,71,1,1,1,1,A,B,80
20230102041812,Y0003,93,72,96,95,1,1,1,1,A,C,99
20230102042908,N0002,79,90,83,83,1,1,1,1,B,B,84
20230102041816,Y0003,91,74,95,97,1,1,1,1,A,C,87
20230102041820,Y0003,91,94,88,82,1,1,1,1,A,C,95
20230102042440,L0001,71,88,86,87,1,1,1,1,A,A,91
20230102041824,Y0003,76,85,70,88,1,1,1,1,A,C,87
20230102042912,N0002,93,95,77,82,1,1,1,1,A,A,94
20230102042444,L0001,91,79,94,88,1,1,1,1,A,A,91
20230102041828,Y0003,71,88,90,85,1,1,1,1,A,C,79
20230102042916,N0002,80,90,99,99,1,1,1,1,A,A,96
20230102042448,L0001,92,90,97,94,1,1,1,1,B,A,90
20230102041832,Y0003,76,91,83,84,1,1,1,1,B,C,94
20230102042452,L0001,79,92,71,85,1,1,1,1,A,A,92
20230102042456,L0001,99,92,71,99,1,1,1,1,A,A,94
20230102042500,L0001,77,84,100,84,1,1,1,1,B,A,90
20230102042504,L0001,92,90,89,82,1,1,1,1,A,A,51
20230102041836,Y0003,83,74,72,99,1,1,1,1,A,C,85
20230102042508,L0001,94,79,84,90,1,1,1,1,A,A,96
20230102041840,Y0003,86,97,94,95,1,1,1,1,A,C,88
20230102042920,N0002,77,76,99,73,1,1,1,1,A,A,90
20230102042512,L0001,95,80,76,79,1,1,1,1,A,A,64
20230102041844,Y0003,83,82,78,97,1,1,1,1,A,C,80
20230102042516,L0001,93,83,81,98,1,1,1,1,B,A,92
20230102041848,Y0003,72,79,81,79,1,1,1,1,A,C,96
20230102042520,L0001,79,81,87,85,1,1,1,1,A,A,95
20230102041852,Y0003,94,74,86,93,1,1,1,1,A,C,85
20230102042924,N0002,76,83,83,95,1,1,1,1,B,A,80
20230102042524,L0001,75,72,90,74,1,1,1,1,A,A,81
20230102042928,N0002,75,89,88,71,1,1,1,1,A,A,81
20230102042528,L0001,89,100,82,86,1,1,1,1,A,A,94
20230102042532,L0001,82,98,85,97,1,1,1,1,A,A,54
20230102042536,L0001,74,95,90,79,1,1,1,1,A,A,95
20230102042540,L0001,82,74,89,99,1,1,1,1,A,B,87
20230102041856,Y0003,72,85,88,92,1,1,1,1,A,C,97
20230102042544,L0001,98,90,81,76,1,1,1,1,A,A,95
20230102042932,N0002,95,82,79,81,1,1,1,1,A,A,80
20230102042548,L0001,83,77,99,92,1,1,1,1,A,A,81
20230102042936,N0002,88,80,81,99,1,1,1,1,A,A,99
20230102041900,Y0003,89,92,76,98,1,1,1,1,A,C,100
20230102042940,N0002,82,82,94,75,1,1,1,1,A,A,80
20230102042944,N0002,79,79,96,71,1,1,1,1,A,A,93
20230102042948,N0002,100,85,88,76,1,1,1,1,A,A,81
20230102041904,Y0003,73,97,84,87,1,1,1,1,A,C,90
20230102042552,L0001,74,89,93,99,1,1,1,1,A,A,85
20230102042556,L0001,77,79,97,77,1,1,1,1,A,A,88
20230102042600,L0001,92,88,87,98,1,1,1,1,A,A,89
20230102042604,L0001,82,89,99,83,1,1,1,1,A,A,90
20230102042608,L0001,80,97,81,82,1,1,1,1,A,A,100
20230102042952,N0002,85,90,95,89,1,1,1,1,B,A,63
20230102042612,L0001,91,77,84,91,1,1,1,1,B,A,93
20230102042616,L0001,81,85,82,87,1,1,1,1,B,A,89
20230102042620,L0001,94,85,91,96,1,1,1,1,A,A,82
20230102042624,L0001,85,84,86,91,1,1,1,1,A,A,87
20230102041908,Y0003,97,81,99,92,1,1,1,1,A,C,88
20230102042956,N0002,98,83,92,86,1,1,1,1,A,A,87
20230102042628,L0001,89,96,92,88,1,1,1,1,B,B,88
20230102041912,Y0003,96,86,86,99,1,1,1,1,A,C,81
20230102043000,N0002,90,95,99,100,1,1,1,1,A,A,96
20230102042632,L0001,82,97,95,98,1,1,1,1,A,B,71
20230102041916,Y0003,83,88,96,99,1,1,1,1,A,C,66
20230102042636,L0001,76,76,73,76,1,1,1,1,A,B,81
20230102042640,L0001,94,87,83,99,1,1,1,1,A,A,65
20230102042644,L0001,95,92,89,90,1,1,1,1,A,A,96
20230102042648,L0001,87,83,74,82,1,1,1,1,A,A,53
20230102043004,N0002,85,97,88,94,1,1,1,1,A,B,84
20230102041920,Y0003,88,80,81,72,1,1,1,1,A,C,73
20230102043008,N0002,70,88,88,82,1,1,1,1,A,A,92
20230102043012,N0002,99,99,72,88,1,1,1,1,A,A,84
20230102042652,L0001,100,90,90,97,1,1,1,1,A,B,91
20230102043016,N0002,94,92,70,75,1,1,1,1,A,B,95
20230102041924,Y0003,95,81,86,71,1,1,1,1,B,C,68
20230102043020,N0002,79,89,89,80,1,1,1,1,A,A,94
20230102041928,Y0003,71,84,88,89,1,1,1,1,A,C,91
20230102043024,N0002,100,81,95,90,1,1,1,1,A,A,93
20230102042656,L0001,88,94,97,82,1,1,1,1,A,A,85
20230102043028,N0002,85,85,95,77,1,1,1,1,A,A,98
20230102043032,N0002,88,98,85,98,1,1,1,1,A,A,92
20230102043036,N0002,93,85,98,88,1,1,1,1,A,A,83
20230102043040,N0002,83,98,88,89,1,1,1,1,A,B,56
20230102043044,N0002,89,84,75,95,1,1,1,1,A,B,93
20230102043048,N0002,86,73,83,96,1,1,1,1,A,A,86
20230102041932,Y0003,100,83,96,96,1,1,1,1,A,C,90
20230102043052,N0002,87,85,92,84,1,1,1,1,A,B,73
20230102042700,L0001,80,86,82,83,1,1,1,1,B,B,94
20230102041936,Y0003,93,78,91,85,1,1,1,1,A,C,84
20230102041940,Y0003,89,100,71,100,1,1,1,1,A,C,83
20230102043056,N0002,74,94,84,88,1,1,1,1,B,B,81
20230102042704,L0001,77,94,88,86,1,1,1,1,A,A,99
20230102041944,Y0003,98,73,84,81,1,1,1,1,B,C,91
20230102042708,L0001,71,94,72,78,1,1,1,1,A,A,85
20230102043100,N0002,81,92,79,100,1,1,1,1,A,B,92
20230102042712,L0001,98,83,93,80,1,1,1,1,A,A,84
20230102042716,L0001,92,85,94,85,1,1,1,1,A,A,80
20230102042720,L0001,91,86,87,76,1,1,1,1,A,A,88
20230102042724,L0001,97,96,86,73,1,1,1,1,A,A,87
20230102042728,L0001,73,80,92,71,1,1,1,1,A,B,92
20230102043104,N0002,94,84,87,81,1,1,1,1,A,B,93
20230102042732,L0001,95,93,93,98,1,1,1,1,A,A,81
20230102043108,N0002,78,99,90,82,1,1,1,1,A,A,90
20230102043112,N0002,95,100,85,98,1,1,1,1,A,A,84
20230102043116,N0002,76,70,72,71,1,1,1,1,A,A,92
20230102041948,Y0003,76,80,97,82,1,1,1,1,A,C,91
20230102042736,L0001,78,72,96,88,1,1,1,1,B,A,94
20230102043120,N0002,89,95,95,93,1,1,1,1,B,B,97
20230102042740,L0001,83,90,92,88,1,1,1,1,A,B,88
20230102041952,Y0003,88,94,94,90,1,1,1,1,A,C,98
20230102041956,Y0003,93,92,72,98,1,1,1,1,A,C,92
20230102043124,N0002,94,91,89,93,1,1,1,1,B,B,84
20230102042744,L0001,74,87,99,74,1,1,1,1,A,A,98
20230102042000,Y0003,90,91,85,82,1,1,1,1,A,C,92
20230102042748,L0001,91,89,100,91,1,1,1,1,A,A,96
20230102042004,Y0003,85,95,88,86,1,1,1,1,B,C,86
20230102042008,Y0003,88,73,84,70,1,1,1,1,A,C,78
20230102042012,Y0003,90,72,74,100,1,1,1,1,A,C,98
20230102042752,L0001,75,85,99,88,1,1,1,1,A,A,86
20230102043128,N0002,89,74,80,92,1,1,1,1,A,A,87
20230102042016,Y0003,98,91,91,90,1,1,1,1,A,C,91
20230102042756,L0001,92,95,73,99,1,1,1,1,A,B,93
20230102042020,Y0003,82,81,97,91,1,1,1,1,A,C,89
20230102043132,N0002,80,88,90,99,1,1,1,1,A,A,88
20230102042800,L0001,89,73,74,71,1,1,1,1,A,A,100
20230102042024,Y0003,85,88,82,88,1,1,1,1,A,C,83
20230102043136,N0002,85,80,93,82,1,1,1,1,A,A,91
20230102042804,L0001,81,89,87,93,1,1,1,1,A,A,88
20230102042028,Y0003,72,89,99,80,1,1,1,1,A,C,89
20230102043140,N0002,71,88,70,92,1,1,1,1,A,A,90
20230102042808,L0001,97,75,92,71,1,1,1,1,A,B,91
20230102042032,Y0003,87,85,97,99,1,1,1,1,B,C,78
20230102043144,N0002,96,84,81,79,1,1,1,1,A,A,83
20230102042812,L0001,92,99,88,86,1,1,1,1,A,A,99
20230102042036,Y0003,82,75,80,100,1,1,1,1,A,C,95
20230102043148,N0002,80,89,80,94,1,1,1,1,B,A,88
20230102042040,Y0003,80,85,74,95,1,1,1,1,B,C,89
20230102042816,L0001,91,75,76,80,1,1,1,1,B,A,82
20230102043152,N0002,77,97,97,86,1,1,1,1,A,A,94
20230102042044,Y0003,86,87,78,79,1,1,1,1,A,C,91
20230102042820,L0001,94,94,80,77,1,1,1,1,B,A,86
20230102042048,Y0003,85,73,96,89,1,1,1,1,A,C,84
20230102043156,N0002,91,84,74,79,1,1,1,1,A,B,88
20230102042052,Y0003,82,88,73,84,1,1,1,1,A,C,90
20230102042824,L0001,88,83,100,97,1,1,1,1,A,B,82
20230102042056,Y0003,87,96,89,86,1,1,1,1,B,C,89
20230102043200,N0002,97,83,89,96,1,1,1,1,A,A,93
20230102042828,L0001,91,99,89,94,1,1,1,1,B,B,70
20230102042100,Y0003,97,86,93,89,1,1,1,1,A,C,94
20230102042832,L0001,83,90,85,100,1,1,1,1,A,A,90
20230102043204,N0002,99,96,81,93,1,1,1,1,B,B,90
20230102042836,L0001,86,98,83,93,1,1,1,1,A,A,88
20230102042104,Y0003,85,81,93,100,1,1,1,1,A,C,83
20230102043208,N0002,88,85,77,80,1,1,1,1,B,A,84
20230102042840,L0001,86,80,80,84,1,1,1,1,A,A,86
20230102042108,Y0003,88,95,82,81,1,1,1,1,A,C,93
20230102043212,N0002,72,89,88,76,1,1,1,1,A,A,95
20230102042844,L0001,94,75,86,99,1,1,1,1,A,A,91
20230102042112,Y0003,75,89,71,93,1,1,1,1,A,C,83
20230102043216,N0002,92,82,87,90,1,1,1,1,A,A,92
20230102042116,Y0003,71,70,95,96,1,1,1,1,A,C,95
20230102042848,L0001,98,94,70,97,1,1,1,1,A,A,88
20230102043220,N0002,84,95,87,92,1,1,1,1,A,A,86
20230102042120,Y0003,71,81,86,84,1,1,1,1,A,C,83
20230102042852,L0001,75,78,70,91,1,1,1,1,A,A,87
20230102043224,N0002,90,77,72,75,1,1,1,1,A,A,81
20230102042124,Y0003,84,91,81,82,1,1,1,1,A,C,84
20230102043228,N0002,98,98,87,86,1,1,1,1,B,A,85
20230102042128,Y0003,73,91,88,94,1,1,1,1,A,C,85
20230102042856,L0001,97,72,81,70,1,1,1,1,B,A,93
20230102043232,N0002,90,84,73,92,1,1,1,1,A,A,86
20230102042132,Y0003,98,88,73,87,1,1,1,1,A,C,84
20230102042900,L0001,71,81,90,82,1,1,1,1,A,B,86
20230102043236,N0002,77,87,80,74,1,1,1,1,A,A,93
20230102042136,Y0003,96,94,79,87,1,1,1,1,A,C,91
20230102042904,L0001,82,94,95,100,1,1,1,1,A,A,87
20230102043240,N0002,88,100,83,87,1,1,1,1,B,A,96
20230102042908,L0001,74,70,97,98,1,1,1,1,B,A,95
20230102042140,Y0003,80,88,95,92,1,1,1,1,A,C,88
20230102043244,N0002,99,71,86,81,1,1,1,1,A,A,96
20230102042912,L0001,75,98,97,90,1,1,1,1,A,A,88
20230102042144,Y0003,95,89,74,100,1,1,1,1,A,C,89
20230102043248,N0002,75,99,86,87,1,1,1,1,A,A,86
20230102042916,L0001,95,72,75,91,1,1,1,1,A,A,85
20230102042148,Y0003,74,82,81,90,1,1,1,1,B,C,96
20230102042920,L0001,85,87,74,93,1,1,1,1,A,A,87
20230102042152,Y0003,98,96,89,87,1,1,1,1,A,C,90
20230102042156,Y0003,86,76,89,97,1,1,1,1,A,C,95
20230102043252,N0002,70,84,88,93,1,1,1,1,A,A,96
20230102042200,Y0003,100,95,76,80,1,1,1,1,A,C,83
20230102042204,Y0003,84,94,98,87,1,1,1,1,A,C,82
20230102042208,Y0003,81,83,80,82,1,1,1,1,A,C,89
20230102042924,L0001,74,89,81,91,1,1,1,1,A,A,84
20230102042212,Y0003,92,97,95,95,1,1,1,1,A,C,50
20230102043256,N0002,73,74,78,90,1,1,1,1,A,B,99
20230102042928,L0001,78,81,85,75,1,1,1,1,A,A,65
20230102043300,N0002,97,85,95,84,1,1,1,1,A,A,81
20230102042216,Y0003,96,86,100,87,1,1,1,1,A,C,91
20230102043304,N0002,80,100,86,75,1,1,1,1,A,A,96
20230102042932,L0001,90,95,74,91,1,1,1,1,B,A,90
20230102042220,Y0003,99,87,92,98,1,1,1,1,A,C,81
20230102043308,N0002,96,71,90,100,1,1,1,1,B,B,96
20230102042936,L0001,92,77,79,88,1,1,1,1,A,A,81
20230102042224,Y0003,94,87,87,99,1,1,1,1,A,C,74
20230102043312,N0002,89,88,91,100,1,1,1,1,A,A,90
20230102042940,L0001,99,72,70,98,1,1,1,1,A,A,82
20230102043316,N0002,82,73,93,99,1,1,1,1,A,B,93
20230102042944,L0001,74,100,83,100,1,1,1,1,A,A,85
20230102042228,Y0003,92,79,75,100,1,1,1,1,A,C,100
20230102043320,N0002,85,90,79,97,1,1,1,1,A,A,98
20230102042232,Y0003,71,74,81,82,1,1,1,1,A,C,83
20230102043324,N0002,99,97,87,96,1,1,1,1,B,A,100
20230102042236,Y0003,98,97,85,81,1,1,1,1,A,C,90
20230102043328,N0002,83,85,75,98,1,1,1,1,A,A,89
20230102042240,Y0003,97,85,70,89,1,1,1,1,A,C,84
20230102042948,L0001,84,96,86,84,1,1,1,1,A,A,94
20230102043332,N0002,81,83,95,89,1,1,1,1,A,A,95
20230102042244,Y0003,89,84,78,100,1,1,1,1,A,C,89
20230102042952,L0001,73,77,77,84,1,1,1,1,A,A,84
20230102043336,N0002,91,99,78,96,1,1,1,1,B,B,87
20230102042248,Y0003,80,92,95,81,1,1,1,1,A,C,94
20230102042956,L0001,89,87,90,89,1,1,1,1,A,A,91
20230102043340,N0002,71,98,90,82,1,1,1,1,A,A,95
20230102043000,L0001,91,99,86,90,1,1,1,1,A,A,80
20230102042252,Y0003,89,94,80,89,1,1,1,1,A,C,84
20230102043344,N0002,85,96,89,99,1,1,1,1,A,A,85
20230102043004,L0001,99,94,96,92,1,1,1,1,A,A,80
20230102042256,Y0003,99,93,75,92,1,1,1,1,A,C,85
20230102043348,N0002,87,99,88,94,1,1,1,1,A,B,98
20230102043008,L0001,71,71,92,85,1,1,1,1,B,A,83
20230102042300,Y0003,91,96,83,81,1,1,1,1,A,C,100
20230102043352,N0002,94,97,70,97,1,1,1,1,A,B,62
20230102043012,L0001,92,82,92,80,1,1,1,1,A,A,96
20230102042304,Y0003,83,73,92,83,1,1,1,1,B,C,93
20230102043016,L0001,75,92,98,93,1,1,1,1,A,B,80
20230102042308,Y0003,95,97,91,92,1,1,1,1,B,C,96
20230102043020,L0001,83,75,73,92,1,1,1,1,A,A,97
20230102043356,N0002,74,95,92,100,1,1,1,1,A,A,80
20230102042312,Y0003,74,75,72,78,1,1,1,1,A,C,88
20230102043400,N0002,96,83,92,100,1,1,1,1,A,A,90
20230102043404,N0002,72,98,96,83,1,1,1,1,A,A,95
20230102043408,N0002,97,89,76,87,1,1,1,1,A,A,82
20230102043024,L0001,82,97,93,89,1,1,1,1,A,A,67
20230102042316,Y0003,93,92,80,96,1,1,1,1,B,C,96
20230102042320,Y0003,86,75,76,74,1,1,1,1,B,C,92
20230102042324,Y0003,82,93,70,79,1,1,1,1,A,C,51
20230102042328,Y0003,85,77,99,86,1,1,1,1,A,C,59
20230102043028,L0001,100,73,96,72,1,1,1,1,A,B,50
20230102042332,Y0003,90,93,91,97,1,1,1,1,A,C,99
20230102043032,L0001,93,86,97,97,1,1,1,1,A,A,92
20230102042336,Y0003,86,82,80,99,1,1,1,1,A,C,84
20230102043036,L0001,77,86,71,80,1,1,1,1,A,A,80
20230102043412,N0002,80,72,99,94,1,1,1,1,A,A,54
20230102043040,L0001,73,82,82,80,1,1,1,1,B,A,68
20230102042340,Y0003,70,86,86,95,1,1,1,1,A,C,90
20230102043044,L0001,89,81,76,70,1,1,1,1,A,A,86
20230102043048,L0001,91,94,97,88,1,1,1,1,B,A,81
20230102043052,L0001,95,99,99,82,1,1,1,1,A,A,98
20230102043056,L0001,94,97,71,92,1,1,1,1,B,A,96
20230102043100,L0001,88,98,92,94,1,1,1,1,B,B,85
20230102042344,Y0003,97,83,99,81,1,1,1,1,A,C,51
20230102043104,L0001,87,92,87,99,1,1,1,1,A,B,90
20230102043416,N0002,72,80,97,100,1,1,1,1,A,B,99
20230102043108,L0001,82,77,78,71,1,1,1,1,A,B,92
20230102043420,N0002,76,84,93,94,1,1,1,1,A,A,61
20230102043424,N0002,77,74,95,91,1,1,1,1,A,A,90
20230102043428,N0002,87,92,70,99,1,1,1,1,A,A,90
20230102043432,N0002,88,89,83,93,1,1,1,1,B,A,98
20230102042348,Y0003,98,94,95,89,1,1,1,1,A,C,89
20230102043436,N0002,92,81,86,94,1,1,1,1,A,B,95
20230102043440,N0002,96,84,90,96,1,1,1,1,A,A,83
20230102043444,N0002,76,91,77,88,1,1,1,1,A,A,93
20230102042352,Y0003,87,78,92,100,1,1,1,1,A,C,82
20230102043448,N0002,91,83,94,98,1,1,1,1,A,A,89
20230102042356,Y0003,92,87,99,93,1,1,1,1,A,C,82
20230102043112,L0001,70,78,84,98,1,1,1,1,A,A,92
20230102042400,Y0003,79,99,96,70,1,1,1,1,A,C,80
20230102043452,N0002,81,89,87,88,1,1,1,1,A,B,86
20230102042404,Y0003,93,90,87,84,1,1,1,1,A,C,96
20230102043116,L0001,92,72,94,83,1,1,1,1,A,A,84
20230102043456,N0002,87,88,80,70,1,1,1,1,A,A,91
20230102043120,L0001,96,95,88,95,1,1,1,1,A,A,95
20230102042408,Y0003,73,91,83,94,1,1,1,1,A,C,88
20230102043500,N0002,91,93,99,74,1,1,1,1,A,A,83
20230102043124,L0001,73,94,79,71,1,1,1,1,A,A,96
20230102042412,Y0003,87,93,71,90,1,1,1,1,A,C,94
20230102043504,N0002,81,74,98,70,1,1,1,1,B,A,100
20230102043128,L0001,98,95,93,81,1,1,1,1,B,A,88
20230102043508,N0002,90,92,86,83,1,1,1,1,B,B,82
20230102042416,Y0003,94,100,78,97,1,1,1,1,A,C,96
20230102043132,L0001,88,81,85,83,1,1,1,1,A,A,87
20230102043512,N0002,79,88,82,75,1,1,1,1,A,A,93
20230102043136,L0001,78,85,96,91,1,1,1,1,A,A,82
